account_number,account_type,balance,last_transaction_date,last_transaction_id,last_transaction_amount
FR41 8085 5276 57P0 HYRI Q9NB X39,Checking,$50063.16,2020-03-27 18:08:57,1MH3vzqAfhTZguMrLzjJZEZu4oRGny2xAy,$-927.75
MR23 8691 5906 6521 1931 6995 155,Savings,$71498.54,2019-07-06 18:31:04,1QDQQ6SRS8sEYXRSBUMugrpHnBeu2DUd3i,$271.72
DO08 QRTP 8802 2054 4215 7131 5334,Checking,$15044.59,2019-09-16 07:53:20,14SA2vUP2kJq6nL87iunMiYX9VYSALii2a,$510.13
FR21 7293 2977 56WO 26I4 7GAE 073,Savings,$33745.16,2019-08-04 04:56:48,169PvzWV3K6QnF5YLPf8skWmdZ2DRsNTWV,$-781.41
NO78 7599 0878 149,Brokerage,$97988.82,2020-03-31 16:27:14,1FL6P7TrfdT2wYfqBQxxX9Ah3tbXssm2iG,$56.24
EE60 9099 0940 2605 7180,Checking,$73062.37,2020-05-21 00:47:11,1KmLRHc5FFJUTtvrE9CrQD8uV24DLXJwf4,$758.94
GT89 RO1S RTOA KSTB C0XX PPED KQPE,Checking,$76700.14,2020-06-04 01:35:34,1J7SrD7JFCSy6oDR78WhrNtXjzJkxJ6Mpg,$-963.48
NL30 FZKG 9799 2383 15,Checking,$21855.09,2019-10-19 08:27:28,1Cy3PwG2UvKnMLWfhYE8qJxjiNH1kX6BJB,$-1260.60
IT22 C384 8495 189S QWQD CANF HRU,Checking,$49535.77,2019-12-22 17:07:50,1M3bQbmy6bN7YimxNvHaf7WjkgFveNTqiB,$453.39
LU77 162R 6KYG VLHJ 6MP4,Savings,$8769.70,2020-01-17 03:26:10,1Bdv8r6thiTc45PAxFkGXKvfSLTRMsccik,$-296.82
MR48 0686 7991 9557 9106 8102 981,Savings,$70571.03,2019-11-30 02:41:41,1KDyq1Anu9aMnBw8u6xpAacqBRuv8L74Ft,$-892.39
LB62 0833 5YUM TZYI 468S BIKM EIJU,Brokerage,$50172.42,2019-08-16 16:09:40,1N4aTDWTCUcKJq8FGaHYWnYJFPGmJC2pJJ,$-1095.89
FR44 6114 1225 66XX YNW4 8DP4 J56,Brokerage,$56925.69,2019-07-07 10:09:06,1D3j6HDR5NsY3oWDXXzPjS19L5ExpqLZcz,$-1145.63
TN89 4200 8229 1673 3357 5008,Checking,$95756.80,2019-08-26 17:43:02,1FVnauW7Bj3QPWpE9tJXG3N92UieU2wYXT,$415.30
TR05 7784 7O1B 5FSX 33HS IKG5 GY,Checking,$51749.41,2019-08-23 04:24:53,1BqKaDJ1NokpeE7F5anogwNJx5vPHCJUaY,$369.76
CY53 5336 0954 ZSFV VEB5 OUUS R4GQ,Checking,$99754.74,2019-11-13 18:09:24,12hNxCG5v6Ej5EVnN3QpqNnjGa3Y6xfaKf,$-992.09
MT45 ESRG 2866 758R GOPT YRJM FSIY ARD,Brokerage,$13926.71,2020-06-17 22:59:34,197rLiogbU1XKcwnEkyEACza7jtCz8hhxK,$-700.65
FR22 7677 8904 1769 7TTQ YMXV U05,Checking,$55820.61,2019-10-10 20:38:02,1ENxcD8MZHc5CiaZ17sJCZqHyxD7FL6CxP,$-1093.68
RS65 3202 1666 9432 9010 24,Checking,$36585.61,2019-09-06 06:34:59,12zf2CYDwcG15beKkL3wiEUxbtgGnzACh7,$-1066.65
GI89 SFPV IAKM E81Y MGP7 GUU,Brokerage,$5016.41,2019-11-21 02:15:52,17ud9FLhUV5SkEv4cn6sK9pizunvrSdBKw,$-1135.24
KZ96 050X 9E2R NQJS XRI2,Savings,$47369.50,2020-05-11 10:42:17,1Le3pbctZb8u8QbZNUkrAVUqvN45y4yaDP,$-597.46
RO35 CYSA QJLY ZZEU KP0Y P5IL,Checking,$44974.74,2019-08-08 12:55:48,14oXMhKTFwveszUiuxybWw7NpA6cyxjido,$-59.75
AE60 8214 1739 2922 0943 121,Brokerage,$16723.63,2019-08-03 07:06:25,16J2CqsMM2J5BHQRumiwQApKtetm6RQZST,$-586.88
BR77 8823 6115 1442 1533 0818 926V W,Checking,$61603.76,2019-10-11 13:29:00,17TAoTm6HUrUwuR6Gu2Et44gXBvaBrpc4u,$26.44
FR26 1672 7671 42GY 2X5Z BDGY J49,Brokerage,$19238.12,2020-06-16 04:00:20,17VZgYTPRZsfgrpquK7po4miHJ2r2pbWDm,$-655.91
FR98 5394 7991 72IQ AKEO 55B1 P75,Brokerage,$48015.58,2020-04-30 01:13:00,1Gw7cJPr8gXxGBBP8LMkbQvaBLTgCjkFjF,$-67.40
EE65 0181 5603 0824 5859,Brokerage,$49067.91,2020-02-29 20:03:45,1FfDJrSB9xBnE2GCxrvoogrFrUbxbFhrsf,$-600.00
FR52 4383 9312 103D UKN7 G3OB P56,Checking,$71593.55,2019-11-14 10:10:36,13V6b3bmjAYHuUst6xZ73AnB7diew9xssQ,$592.91
EE02 0421 0887 4456 6547,Brokerage,$56746.53,2019-08-13 23:46:38,1QDz7Z3mkC426BsMNZLep82uwBDB7cTPPG,$864.27
ME32 0925 4602 0464 8030 07,Savings,$13117.35,2019-11-20 15:56:26,1CNsjicgKJRUePWSiBTYyDoUzCL5p9kXT7,$-407.30
GE61 LT66 9414 6004 7979 94,Brokerage,$4269.50,2019-06-25 10:58:45,16QuXGfq8e77ecBDCUtYUG9HWGwWCb8BJn,$728.43
SI71 3764 6885 6145 510,Savings,$8594.50,2020-04-26 22:34:50,1M929XqcLPuEGJgXkHmseQUCoJe9362PkQ,$-366.03
MC69 5892 3278 97HU PATU HWK8 A96,Checking,$88549.98,2020-01-02 05:47:30,1Jt2sPwdY7V6PQEnKvcp9ijydV95BAuff6,$-174.17
PL47 9603 8911 5474 2608 4673 7594,Brokerage,$29060.28,2020-06-20 21:59:16,1HT2YCDtHZS3FzWsLfS29LjmntCniFSLrS,$7.47
MT77 QWJG 1691 6BA2 VDXL AWBM 9NDS GJI,Checking,$74213.19,2020-05-16 15:09:09,1CfnY1b8pNg4miGcPNps3eCsWsU879LMhD,$879.04
MD82 ZEJW C90U X69V S7ZE 3VXD,Brokerage,$15366.71,2020-01-08 21:38:12,1ByJKLsNhCPtVNA4XGmnbMEtFfH8LoTsSJ,$-508.34
BH79 OYCB PLKF NVZD MJAX GN,Savings,$85973.90,2019-11-30 00:26:59,1NQvbhJYpwzsRwgU7FWVKuPzK9gXNMbmTm,$-865.80
DO78 UNQO 0467 3377 2885 4347 1051,Checking,$74800.39,2019-11-28 17:49:51,1LxVSnPerXM7TadYhBt71aLTkdYfPDgeb9,$-1418.68
AD87 2365 7781 WKKA BJAQ BAGT,Checking,$77767.21,2019-12-11 18:50:51,1CgsjXubuDAaGRxBecUidEdy3oHeP1W5L,$-58.67
FR24 7012 0293 963U ACQN VKCO W13,Checking,$23078.79,2020-03-04 08:40:55,1QQgeX9a36tD2wAy3s9qz2RbBVyAtKsBm,$630.06
SA86 23FS IJHW TTCC MZQB EUAT,Brokerage,$74393.02,2020-02-26 12:07:52,15AFz5o6EZat1B87hokMyVevu7MW8Qxrh9,$-328.61
FR15 2323 0578 57JF PYHP YQMV R15,Brokerage,$4532.02,2020-01-08 15:19:31,1ATbG2v9mM4pYgF31X2kVKcVBysRdDT8gx,$332.60
FR50 7529 0805 77FW KXYE WXVR R55,Brokerage,$70006.77,2020-04-26 00:42:05,18PQWt5PuemTACFN6m6zTdFvRZM3M7FT7s,$-810.52
FR28 1510 1545 949Q 7NKS RIKG 786,Checking,$42765.43,2019-10-25 09:17:10,1GprjHbuZY2EP8eFPe9QSKsWgkKhCimCQj,$363.82
AL21 5273 0457 CWF4 EOZ8 TQ8M VBUW,Checking,$59989.26,2020-04-29 15:31:09,16datFRioV7s5ioNeZfXNzTgibndhXyf7f,$-49.15
FR18 6424 3933 87UQ HJMA JKRC M44,Checking,$27224.73,2020-06-20 08:41:55,17d63K6rpPDAdeGoTuBdsS6VxfG7Cevhqm,$306.59
BE02 8358 6903 8711,Checking,$88603.03,2019-09-27 06:04:19,1EP8QLsVsPkQecqvenhsjbYmw7zr3WHMsA,$-1025.04
RO72 YQEI 77NR 80ZH YZID GIVG,Savings,$56125.96,2020-03-08 06:55:41,18sh9PvMwotVGqgW8MKZXZLLbDnWqCScPP,$-474.76
AE43 9941 5499 8498 4235 818,Brokerage,$48916.99,2020-05-02 12:07:19,1DGcdW9aPCdEAjjAWxnxcVvgiRuHLdzr3U,$-824.19
FR63 9750 0390 04ST EHAS A2YO S35,Checking,$15592.97,2020-06-11 06:01:11,19racTFfpzZBAYtC7t2UkmgcJfbW7AabYs,$343.68
FR19 2049 3669 33UN JDD9 UOQQ Y09,Checking,$29482.77,2020-02-25 03:01:37,1PDz9zLsWv3NmUU6yf7yrY64TCCrsWHSzp,$-227.25
GE17 NO78 5901 2314 4330 50,Savings,$23376.91,2019-11-09 20:59:10,13N4nZKCYNvDuWBKSpC1pkXjFsEnBgTzTv,$711.21
FR25 8752 2882 51HA 5XEW V6B9 M67,Checking,$89719.54,2020-02-02 02:57:35,1ErTCyJtM4McgVyvozi1TNZPDgipRxMbiN,$517.00
GL52 8664 5960 2412 87,Checking,$46411.05,2019-12-16 10:39:04,1K9SepmsibVvz33DDkyfCWre3UiJ6cwEQf,$92.29
FO43 8412 4231 0775 74,Brokerage,$14513.91,2020-02-23 12:10:32,1KqtRuo4qhsh78b4VotLmruxB9HGGhapw1,$337.18
MR51 8862 8129 0966 9016 1412 393,Brokerage,$61414.72,2020-04-08 12:55:28,13WTj6FDACh4fwKpex1m2Q7mGhhzreV2hg,$676.55
DO40 NCLP 3391 8662 2614 8326 3017,Savings,$44789.93,2019-12-17 03:33:45,1JBK9GnDN3fFJ8YWB9FnMzzCftkB2EZN3T,$-1255.93
BA14 7265 3975 1082 7962,Brokerage,$80836.17,2019-07-21 08:33:41,1Kygjrj1eTMxPQmXGPgjjebUnZ5Yy3WQu8,$-1218.47
FR58 9459 5678 02C3 19DL NCUK A38,Checking,$89955.93,2020-05-27 21:32:02,1GCZ1kA452CL8p7JJegf4xj2kKYz3uWM3v,$-762.94
GT78 LSVV CAQZ UPVX HNSW RXXK 1N1J,Checking,$8470.20,2019-09-22 09:15:47,16VbqxAme5E287VyNH4z6N7p77ZftyM5Q3,$-950.24
FR88 3230 3692 625W BH6B Z9M8 Q26,Checking,$40611.14,2019-07-09 19:49:37,1A8kTn5n3reYAYZ5EC9AVvvEYJChAJeGXD,$-991.31
FR56 1875 3114 06X6 XEI1 PVSC K10,Checking,$29126.55,2019-09-26 09:02:11,1EZ4KQW2ZkiU7AhB8Rjshfi7bYtcWJJKBk,$-1467.24
SI48 6136 3702 9100 508,Checking,$91461.00,2020-02-11 18:39:25,1CZ9dLwAodnX3yr1RMUFQYvTJ2XjQ1eECd,$-18.85
MU69 LJXQ 5159 5635 7622 8735 924W FM,Brokerage,$34844.57,2019-12-23 15:39:52,1BkB8oXM6vcRv32Rh8fnUsqj2X7g6HWZ19,$408.56
FR25 9289 3166 045J SCMJ OYZ9 Z22,Checking,$90341.71,2019-07-04 22:59:01,1EzZd2mGQiBhB3EQ9mAeKLEqSAVTkQ9Pym,$-1488.72
LU74 075Z ZIIH BNVQ 56ZW,Checking,$74368.65,2019-07-16 06:39:31,1Q11Ayt7ACJrSK94QTXcfoqV1R26fvB79p,$625.87
FR62 8850 4091 54IM CRNZ ZLSL B86,Checking,$32658.91,2019-08-21 00:56:16,1HDiLcFWrus8rdmZwh9CQLsDX8YJKMnYSC,$655.85
TN62 3715 8740 4592 2670 5962,Brokerage,$44377.72,2019-10-20 19:01:57,1V62dPZevFQyQ4bWfnKgzMFCLd6GkEsQy,$-691.80
PL63 9752 1178 7551 9168 7804 3091,Checking,$35817.14,2019-11-12 03:44:50,1P5FovyufFYpdxjiNKmT4MLMQTEkLBHtnA,$857.39
BE95 5824 5519 6303,Savings,$52847.79,2020-04-04 20:31:07,15RUXyQczgdQUCYdpD2cwcr4i9QrseMBzJ,$-1375.76
LT70 0353 9767 0102 8207,Brokerage,$79476.24,2019-12-06 03:36:56,1HNHntkgGbXnKgCTECeczRwN7s6AYDepvR,$-829.31
FR11 2314 0877 63KN T5J4 L7KR W39,Savings,$13911.17,2020-01-20 09:24:56,1PCCoWt22TYVtLUbsJkw6n4BZ7oVEaGxFU,$750.77
FR58 6104 8056 67LR FOCR IKXM P94,Checking,$20585.24,2020-01-09 19:38:59,1LUH7oS19Pzq1G66Vb7CeHXLpSBbdPyyfT,$342.08
DE10 5877 4105 9844 5009 99,Savings,$56258.68,2019-12-27 14:38:54,19g3dhSdg6md47xmYbKU5NLFz5ginSUsaL,$756.46
FR50 0593 7574 48QG PDBN P5RM 044,Savings,$2303.92,2020-04-10 17:40:08,1GkwMk6vJefRuYhjKqc3SNjtnz5zj1J32d,$-840.00
AE04 9182 2233 0378 9298 904,Brokerage,$42291.79,2019-10-19 19:19:56,1LqmDqHGtDpuC1danuE634imGqRqUokQQn,$-42.46
TN72 4784 5951 5624 7054 9935,Savings,$62246.94,2020-02-28 12:10:36,16PeDzGq6FveFyBZfA8SLErhHwX9UGYAz,$-435.65
DE47 4520 0785 4283 7041 76,Checking,$12771.02,2020-02-01 03:41:29,1KDssmu3b55Rvpx7MaPV9zBCg6rdxCNi1H,$-1320.35
IT79 I505 6117 1925 1XIE VJAK ZHS,Brokerage,$11543.12,2020-03-21 20:39:44,1M5zfyxxKNs9EpgR68p1WVq5HGieKhwhxw,$729.37
MU59 YFWU 3168 8810 7550 0586 835D VU,Checking,$8142.72,2019-11-19 10:06:54,1Pzf6WEpLrX1m9v8qmQNR538X7fR8sZVLn,$-1280.42
GB17 OOOI 5466 2118 8864 06,Savings,$64527.36,2019-12-17 17:56:42,1CCPPuhgXgY9nGRcFG4iTzrXLoXCXaSqbC,$655.76
IT60 O141 2144 5608 3VPE K51G CIV,Savings,$54492.37,2020-03-30 04:26:50,1A8pGaan5oXvV3N2sRxQkqPJiVGiadMFo2,$-526.58
LT49 2881 3956 9349 7462,Checking,$29491.01,2020-04-18 08:28:25,199mPFVywCJxk6vnbZNGDwD4f9iic8xTLh,$-34.87
TR51 3676 77DJ VNUS IJJM UUVF RF,Checking,$17124.41,2020-06-13 07:16:57,18vFeGZf8BhYeYad26zvanm8UFnNXJFRD,$-1322.55
FR75 5172 7981 97P2 AOCI I3LF J92,Savings,$1279.15,2020-04-13 17:33:05,13cx1cHrEzoB8CYu1ex5EhxZk4RYSLNkmD,$187.95
GT24 GZWH IGRF 3Y9G NXPC EZGO DANT,Savings,$2987.52,2020-03-04 22:08:38,16R5FxNmFeUnCnRAUrLudgHtFrsAezNFsb,$-1443.04
KZ42 691C YMZZ LA1N QUDL,Checking,$70370.46,2020-04-17 15:41:36,15xeScLDhdUpWgjwxHPk44jAHVhu2wjxpw,$349.56
TN37 3441 4280 8761 1035 0153,Brokerage,$30490.61,2020-02-02 09:44:24,16Nme2QtBhiikjZWQbGxLCcCKVgFGVgvJq,$-1078.27
FR17 7595 1616 49KI PNBU SOF8 L45,Checking,$13958.22,2020-06-17 06:12:34,1B7Wh9iZYPQh6YLusKSEcfVCwYHU9RN62u,$-418.05
MT44 YZYO 4112 2C88 VQYC EVTG BWPG SED,Checking,$2504.27,2020-04-19 05:34:55,1KkxkSBd9MdGkjSXmUDXZkoxkuQRnftvEs,$-1049.20
ES36 9459 4171 6358 7388 0954,Brokerage,$38712.20,2019-09-14 23:40:47,1BsUedUbkyAZ4XbPxjzbVQaNceCnm5ADoc,$140.25
GR20 6165 6444 JMBN WXEK PRUL FYP,Savings,$42521.87,2019-12-16 13:30:47,18E15M2jJ8EMxLpc6ke7J1PaYvwyQTr2zM,$-1266.63
AZ33 WYCF R4JI FBPW MG7Z JYU5 QXHO,Checking,$92802.16,2019-09-13 16:00:45,1M3CB559rkk4Fjzp6yMAx7irS6VmgZjhjw,$-1492.52
BH02 SJAY TIS6 DPPZ TKFF BE,Checking,$29282.45,2020-04-14 13:33:47,18wtvC7Ng8op4xWaLe2EW54NNRgx2H3KXT,$-759.65
FO13 0072 7373 9367 01,Checking,$62183.46,2020-06-23 00:13:35,113e1McwbNYXWTG3QoQZWYcpe6xKyzeaua,$-85.77
IE47 KADT 3691 1031 0641 87,Checking,$86405.79,2020-02-25 07:59:21,1777fkPzJuXiZpE1rn7ZkVjwnYapVZJBdA,$-1410.31
SA32 67H5 CYKY BCXW T6H9 OCZF,Checking,$22606.10,2020-04-24 06:56:32,19U88TXtqi8SDCyoT3DpqPRrTpigQbNLKB,$201.18
BA28 2309 5116 4267 1437,Savings,$1349.03,2019-06-29 12:42:28,1QBQe68AfgGt3X1QqEScWnsyKbiPwCQa5N,$-1222.54
MR85 4807 8615 4315 7424 8824 610,Checking,$20079.00,2020-01-07 03:58:41,1AcrhdYdp3c9eN6uQwWdQxXRExhsbRGkrD,$-705.30
KZ71 299X BEPV WWTM LKSZ,Checking,$7025.22,2020-06-13 17:15:24,1DAMEhzV4wtDvrGKStjj5JCKCW5YTwSAQ6,$-1387.23
HR80 9977 0861 6340 6671 8,Savings,$84472.13,2020-03-18 11:34:31,1BAwq815Zo1UoZdYbYMn2sfUgy15ZuFTJy,$-827.38
FR14 3128 6755 41XT NBGQ RKYO D89,Savings,$41889.56,2019-10-02 05:42:04,1LmjzYjAqNbVz1ksXGSAUmdWdCPy9uTRUh,$-684.56
MD11 JEFW 6YVG GAJA KMQ5 MJMT,Checking,$53796.92,2020-04-09 19:28:39,1K1e2cYN3z2q78NhFzXM8mNqdGBHJk3wCD,$-430.76
AL60 3272 5265 UU1B JOMU W74L Y2HA,Savings,$48531.22,2020-02-10 21:16:57,1KhVtJrKEeiRJbw4vFDcgotPBJPYaKzEUr,$765.89
EE89 3871 4410 5833 4981,Checking,$31428.72,2019-08-06 12:07:30,1Ku7fU6YFFstLmaQjP6gNamekcbmQLMPPU,$-1480.05
MU05 VKGL 1271 4510 9943 4701 507M ZO,Checking,$52204.26,2020-05-09 18:52:42,1123DbCu5nwUdgoM5yEaea6ArHBdnCHpEZ,$-377.59
MD43 N0WH WUOC MR0C TDAE JOIX,Checking,$41460.46,2019-07-06 14:41:11,1Fjpm4L3SVXnUvhujQdkj2p9fpM7FeHrXX,$-1029.56
DO87 0PTP 8802 9681 5755 0743 5865,Checking,$56112.14,2020-02-03 10:43:51,1JVLWjPbrR4JDymwhk821v191X1adjZNeb,$358.97
MC44 1309 5391 89UK 6OZW NMKP B06,Checking,$81094.28,2019-08-27 06:33:20,1HmhsvWuZhj75q5C76opvBLnYGS7T8gP2A,$-595.76
GE04 FZ34 7578 0492 8095 82,Savings,$92606.49,2020-06-18 16:52:31,15VWYWvPZTcgNefXsTdA68XoR6ndaVKj9A,$15.34
LU56 104M CLGE ZZDR MF5U,Checking,$48662.02,2020-05-12 10:14:53,13kC4xCcjErGrAGVGLrohhE7VGKcqkybXz,$-464.69
IS94 1694 5583 0658 3275 0925 68,Brokerage,$65588.22,2019-10-20 02:51:08,1MdrKqpdCz41dtRPdFKcvY4xqvEi1SkNi8,$-538.90
GT98 9AVJ HANM WOWA VUIG GKIG BNYB,Checking,$74927.90,2019-07-17 20:45:25,1389iwFSsRpU3tYJtBHrmEnK6TZfgDtcfz,$-761.52
AD50 4319 0189 EISY K0AJ 1NYQ,Checking,$47081.14,2020-02-06 16:14:32,1GPMvbP8sX8wh9bfTLhq5HPWJrWyZQW97p,$16.80
BG84 KJRZ 7525 21RC Y97M 0B,Checking,$62404.97,2019-11-24 03:03:54,1FrvtBdnkcGFQHtRZQbPQDY7wsPpyqJmVP,$167.51
CR66 5734 3928 6552 6665 5,Checking,$86635.91,2020-02-04 10:43:48,18bYpeUzuWrS4EsWvs6fm5HT5VRiMwnamh,$-1490.53
LI45 9753 10JT KMOS JA4P F,Checking,$16360.82,2019-07-09 16:53:33,1BUtFzQdfLts3hk1UPeJcDFBETeK1g2XcZ,$615.87
LB09 7514 R8N3 GKLC 6IQE AVLX 6ZKP,Savings,$65335.37,2019-08-31 15:01:25,1DWEiGBJ5hy7fpbLWzWS2b9XvQ8MFUaYu3,$-1262.12
FR95 8603 1081 594F IGZH EE0U 556,Checking,$50605.58,2020-02-10 13:29:29,1LDuiSzpjXiknj5XzHC1dLXbs9815dukYw,$-578.80
RS37 9261 0209 4436 3622 14,Brokerage,$45686.41,2019-07-01 04:28:33,158mZs12MVxHg8vV4DsXvUjC4ue8TT6wKc,$580.80
CZ52 5718 2564 8528 3937 9695,Checking,$87921.08,2019-10-26 01:52:55,12JwhHpUi2heeNutWiUEeHiF3A1hK7a7x2,$-224.79
ES08 7060 8913 5276 6229 9811,Brokerage,$97150.69,2020-03-21 17:18:47,1MNJz7PMbnosX6rZYCuSDhgvAP2bv4AABH,$-538.86
BH10 QQNC EP4B GROU F8WW I2,Savings,$76688.70,2019-12-30 14:25:57,1BT1eLrsr3xyuwhUcbrqLFA7KC1ENwWqgo,$-905.93
FR28 0122 8443 142U RS8V NQ9A L39,Brokerage,$9577.94,2019-10-04 17:45:59,1CEqopE25EBAXeyKCmNSYJAwkZDVo9uLnd,$473.65
CH58 4607 7ECC 7OSO FRSM D,Savings,$3859.39,2020-04-24 20:53:10,17ZXCeZyd7DsdfZFQcm7z9CUDyVPFz4xiG,$-589.57
GL81 9916 9005 3174 89,Checking,$17222.27,2019-12-15 22:36:23,1F1wsS7TvSNdkvBxFgZXT6RpPshrRLZm6G,$-1397.60
DO79 7MQU 1330 2291 9453 8445 5005,Checking,$81633.73,2019-10-14 23:49:21,13JMYi4UNeRWhMron6kb8h22M5U9eUwL4y,$324.23
MT79 AELB 6383 2FUJ Q7MH WFCY ROFL PEF,Brokerage,$93321.54,2019-08-07 03:59:34,15NPKiktzw1tis5vMuXA1YNbF1ikjXbWGy,$-511.69
AL48 1966 8392 VDRV QTMV 2WNV L75U,Savings,$48804.93,2019-09-27 22:13:24,1NPLL3T3Rx8X6thWNLhhghZhcSxSfndhcy,$163.58
AT26 2936 5424 9554 2458,Brokerage,$87204.01,2019-07-15 08:31:58,135EqojvuPCyKgbaGyv9QYFipkeJRpDSZD,$-714.89
PT38 9444 4929 1809 1994 7538 1,Brokerage,$76175.09,2019-11-24 06:57:23,1MfoZfxE3KYo82Aqwwxqz5oftVnfjENhzk,$878.74
MU83 VWGT 1216 7151 5684 5619 928P FF,Checking,$56690.17,2019-07-16 11:11:39,13wnRmhmVppoZWMvH1W2JytvGtfYXWYvCD,$-245.10
BG38 DQUI 9387 017R CPIE 6Y,Savings,$81571.95,2019-10-25 02:45:19,1A37PqYJvWf6tYGx5CrdZHnEUaUxptF9XL,$859.12
GE66 QL99 2005 1277 2619 74,Brokerage,$61302.15,2020-01-30 05:07:24,15BAkgAdNVKikEwwsSQDYvkerwZPkiLqLU,$-1186.62
RO54 OOFN K1DZ 9ISN VMGI C5NP,Checking,$30265.77,2019-08-04 06:24:41,18etUJLbKFGJ4iVBvkK6F5dvE4TpHpAuiU,$887.25
CZ98 6875 0589 0137 9427 5865,Checking,$48273.05,2019-11-14 21:49:30,1DREou4Km5pukuJkyF81vs1tRjMTUwRAkt,$-607.19
FI47 6182 2461 6012 55,Savings,$81686.41,2019-10-29 17:01:16,1DJKxHyzCKxBdi5veVw1f4SF8gNqQNxYyg,$-199.00
KZ23 363X BKXK 7IK0 ZGK6,Savings,$29522.36,2020-05-24 01:32:47,18cCpXnFrHkzZs5dL98i95ay8PDRu9sJ18,$-1230.19
GR20 8869 961D KXHK PACW DFHD ORT,Checking,$72463.68,2019-10-02 17:50:45,1GMcJCdAVz9RCEsjCcXQ263UDt4Wc5t8bc,$759.33
GB60 JSEE 5065 2527 9336 85,Savings,$47622.32,2019-07-10 09:16:57,1D8bK4RFynQAwLwRfPiqQ4giFN6JgzbbNR,$36.46
IL21 2033 6360 9878 1314 941,Checking,$77349.52,2019-12-16 09:50:13,15pH9yrzpSbC3PxqgBajNTKPX4qPibXVzv,$281.15
AZ02 MQPG XVSV YPEF XZR1 ZERW YFDZ,Savings,$77073.57,2019-08-15 23:55:48,1QJgC93JnBCs7C7KqMT8yXJpCFYeqjQpnn,$-1342.42
FR32 1412 5007 86ZK 8WN3 EKJ9 355,Checking,$47599.22,2019-07-20 11:06:16,1F4GvyF9th8rzVSdCduNyJZwWBaxMCn3st,$-87.82
GL12 5413 4268 4875 36,Brokerage,$89969.07,2019-07-08 16:27:50,1PQQd2MKhmWedrP1EWyzVzkGmLGw892H24,$640.56
ME23 0609 2816 8545 0990 96,Checking,$48878.22,2020-01-18 09:52:47,19DLPkNMkXM1zuA69WPR2K6NWfSSPFKkjg,$96.41
TN41 6915 1586 3388 9562 0443,Checking,$98236.38,2020-05-02 19:10:17,12nZos9DgEGsd292JELUnd4tkgWHnTAw1g,$-369.62
AD95 4839 3545 KRUU J3NW ARN0,Brokerage,$79276.25,2020-02-09 18:51:07,1EW2vzuLgu8LxELGvKx3XvKZxED45geVwE,$-1419.27
EE55 7056 8854 2676 5515,Savings,$14747.80,2019-09-05 11:59:10,1AZCUYR8hWCkNHnHMQoUSLwMz9UUHxi3Br,$-1141.96
SE07 0855 5936 9817 5005 2906,Checking,$76504.85,2019-11-17 19:41:08,16e8yJkwHRoc1SxeJWdLRvKiuYxcoEtbYw,$-775.98
NO98 2597 3000 643,Checking,$39359.13,2019-06-28 11:51:01,1MPD8CA9888vkrCC4m2eBJEXAdkCVdwuFN,$-773.47
LV66 PSQH VHYU TXMX KY8G S,Brokerage,$74686.03,2020-06-16 00:18:12,1HsjX4bs8LqGnZeGtto2YdkzGsgMbXwAt7,$-856.07
AD81 1952 9003 A7DQ Y3MU 0RKI,Brokerage,$10619.36,2020-02-26 12:58:02,1H2XcKZLpgLcWJCYKRqjDUrMu3JnfZkXCi,$-504.22
FR92 5981 2123 945E G8MB RKYZ L09,Checking,$57276.98,2019-09-01 10:03:43,1E9pR6BQQYXCGzVCqgXhJGTVT6MFu43aaD,$-350.34
SM70 Z204 2338 160E N23D PCDN UZM,Savings,$82023.51,2020-03-29 06:24:06,18bNqjXDwiS6ubaPutoDxAhK1PbmUaU7Qg,$170.95
CR58 8970 7441 2988 3479 2,Brokerage,$27016.88,2019-10-23 13:00:03,17zJFhnRGZFVRjoTJcxradnhcDdbY2GwKC,$348.66
GL50 2852 2084 1400 40,Checking,$18165.08,2020-04-05 16:15:16,1MrNG83QfTSZsceJuBfZFtWnVpNpShtkzx,$296.62
HR05 3133 9237 9069 5811 3,Brokerage,$61061.26,2019-06-30 05:00:42,151yHwUUEFAqek1uo4AUM6WByxzVnSNAQx,$-1303.62
CR58 8026 0845 8058 3739 7,Brokerage,$73350.47,2020-02-28 17:13:25,1J16rKSSkDLpcVn1SsdKLX7ZZhbCqDef53,$-1443.76
LT52 6026 4843 8118 0656,Checking,$65936.37,2020-02-17 00:56:57,1Q4MZNTbXG9p8a1Ewgx5E3XFSmDhB2G4iR,$-1479.87
PL34 3540 3988 7466 1519 2135 9728,Savings,$53732.59,2019-10-14 13:06:18,1Ps8eKGHTgHeDVvXyTr4Uivg4CwrAtNuMT,$-383.69
FI13 5429 5339 8466 26,Checking,$17582.66,2020-03-11 10:07:01,1LwLTDFd1n8dSxzaG8SAk8h2XpenUxp9Ru,$-1094.97
NL19 LKXU 4655 5606 91,Checking,$82151.71,2020-05-29 21:08:15,1NjP4oL2xnvi9hoZMLSCKDdwUiG3TmRtiG,$459.16
LU32 200P HFS0 KTBA BORK,Checking,$1366.17,2019-12-12 04:38:04,1DbWARdd2msKj1kmsGbU9kCeJv237c94rT,$-88.34
BE32 8542 9771 8777,Savings,$61546.11,2019-07-15 05:01:40,1NwkSmbWwRpaD41ryxwPvvGpKnL8KCSFMJ,$451.62
